entryID,name,author,material,condition,price
b745,Wife Upstairs A Novel,Rachel Hawkins,Not Specified,Used,$9.99
b746,Crossing Places,Elly Griffiths,Not Specified,Used,$8.99
b747,Couples Trip A Novel,Ulf Kvensler,Hardcover,Used,$30.00
b748,Tears of the Giraffe: No. 1 Ladies' Detective Agency 2,Alexander McCall Smith,Paperback,Used,$15.95
b749,Faceless Killers (Inspector Wallander #1),Henning Mankell,Paperback,Used,$16.00
b750,Inferno,Dan Brown,Not Specified,Used,$9.99
b751,Trespasser,Tana French,Paperback,Used,$9.95
b752,The Crossing: Harry Bosch 18,Michael Connelly,Paperback,Used,$17.99
b753,Before the Fall,Noah Hawley,Paperback,Used,$18.99
b754,"Intern's Handbook, Volume 1: A John Lago Thriller",Shane Kuhn,Paperback,Used,$19.99
b755,Matter of Hive & Death,Nancy Coco,Not Specified,Used,$8.99
b756,All the Missing Girls,Megan Miranda,Hardcover,Used,$25.00
b757,The Death of Mrs. Westaway,Ruth Ware,Paperback,Used,$16.99
b758,Are You Sleeping,Kathleen Barber,Paperback,Used,$16.00
b759,Watching You,Lisa Jewell,Paperback,Used,$16.99
b760,Squeeze Me,Carl Hiaasen,Hardcover,Used,$28.95
b761,Something in the Water,Catherine Steadman,Paperback,Used,$18.00
b762,Night Fire,Michael Connelly,Not Specified,Used,$9.99
b763,Presidents Daughter A Thriller,"James Patterson, Bill Clinton",Not Specified,New,$9.99
b764,Anthem,Noah Hawley,Paperback,New,$18.99
b765,Black Echo,Michael Connelly,Paperback,Used,$9.99
b766,The Black Echo: Harry Bosch 1,Michael Connelly,Not Specified,Used,$10.00
b767,I Will Find You,Harlan Coben,Hardcover,Used,$30.00
b768,Stone Maidens,Lloyd Richards,Paperback,New,$14.95
b769,Life We Bury,Allen Eskens,Paperback,Used,$17.95
b770,Shape Shifter,Tony Hillerman,Not Specified,Used,$9.99
b771,Game On Tempting Twenty Eight,Janet Evanovich,Paperback,Used,$17.99
b772,The Burning Room: Harry Bosch 17,Michael Connelly,Hardcover,Used,$31.00
b773,Recovery Agent A Novel,Janet Evanovich,Paperback,Used,$17.99
b774,Finlay Donovan Knocks Em Dead,Elle Cosimano,Paperback,Used,$17.99
b775,Eighth Detective,Alex Pavesi,Paperback,Used,$17.00
b776,Fortune & Glory Tantalizing Twenty Seven,Janet Evanovich,Not Specified,Used,$9.99
b777,The Big Bad Wolf: Alex Cross 9,James Patterson,Not Specified,Used,$8.99
b778,Twisted Twenty Six,Janet Evanovich,Not Specified,Used,$9.99
b779,Messenger of Truth: Maisie Dobbs 4,Jacqueline Winspear,Paperback,Used,$17.99
b780,The Fifth Witness: Lincoln Lawyer 4,Michael Connelly,Paperback,Used,$15.99
b781,Mercy,David Baldacci,Not Specified,Used,$9.99
b782,Two For The Dough,Janet Evanovich,Not Specified,Used,$8.99
b783,Agent Running in the Field,John Le Carré,Hardcover,Used,$29.00
b784,Finlay Donovan Jumps the Gun,Elle Cosimano,Hardcover,New,$26.99
b785,Complete Sherlock Holmes,Arthur Conan Doyle,Leather,Used,$30.00
b786,These Violent Delights A Novel,Micah Nemerever,Paperback,New,$17.99
b787,The Last Coyote: Harry Bosch 4,Michael Connelly,Not Specified,Used,$10.00
b788,Stone Cold: Camel Club 3,David Baldacci,Not Specified,Used,$10.00
b789,First Eagle,Tony Hillerman,Not Specified,Used,$6.99
b790,Killers of a Certain Age,Deanna Raybourn,Book,Used,$14.95
b791,Daisy Darker,Alice Feeney,Book,Used,$17.95
b792,All the Dangerous Things,Stacy Willingham,Book,Used,$12.95
b793,Writing Retreat,Julia Bartz,Book,Used,$14.95
b794,Sinister Pig,Tony Hillerman,Book,Used,$9.95
b795,Hannibal Rising,Thomas Harris,Book,Used,$9.95
b796,How to Kill Your Family,Bella MacKie,Paperback,Used,$11.95
b797,Dinner Guest,B P Walter,Paperback,Used,$12.99
b798,With No One As Witness,Elizabeth George,Not Specified,Used,$7.99
b799,Map Of Bones Sigma Force 02,James Rollins,Not Specified,Used,$7.99
b800,Tender Is the Flesh,Agustina Bazterrica and Sarah Moses,Paperback,New,$17.99
b801,Mexican Gothic,Silvia Moreno Garcia,Paperback,Used,$17.00
b802,The Final Girl Support Group,Grady Hendrix,Paperback,Used,$17.00
b803,Fairy Tale,Stephen King,Hardcover,Used,$32.50
b804,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Paperback,Used,$16.99
b805,The Only Good Indians,Stephen Graham Jones,Paperback,Used,$16.99
b806,The Ferryman,Justin Cronin,Hardcover,New,$30.00
b807,How to Sell a Haunted House,Grady Hendrix,Hardcover,New,$28.00
b808,Last House on Needless Street,Catriona Ward,Paperback,New,$17.99
b809,Fairy Tale,Stephen King,Paperback,New,$20.00
b810,Nineteen Claws & a Black Bird,"Agustina Bazterrica, Sarah Moses",Paperback,New,$17.99
b811,It Came from the Closet Queer Reflections on Horror,"Joe Vallese, Carmen Maria Machado, Bruce Owens Grimm",Paperback,New,$25.95
b812,Everything the Darkness Eats,Eric LaRocca,Paperback,New,$16.95
b813,The Girl With All The Gifts: Hungry Plague 1,M R Carey,Paperback,Used,$19.99
b814,This Thing Between Us,Gus Moreno,Paperback,New,$17.00
b815,House of Leaves,Mark Z. Danielewski,Paperback,Used,$29.00
b816,Manhunt,Gretchen Felker-Martin,Paperback,New,$17.99
b817,A House with Good Bones,T. Kingfisher,Hardcover,New,$26.99
b818,What Moves the Dead,T. Kingfisher,Hardcover,New,$19.99
b819,Nothing But Blackened Teeth,Cassandra Khaw,Paperback,Used,$12.99
b820,The Shining,Stephen King,Not Specified,Used,$9.99
b821,It,Stephen King,Paperback,Used,$21.99
b822,Summer Sons,Lee Mandelo,Paperback,New,$18.99
b823,Pride and Prejudice and Zombies: The Classic Regency Romance-Now with Ultraviolent Zombie Mayhem,Seth Grahame-Smith and Jane Austen,Paperback,Used,$14.95
b824,Final Girl Support Group,Grady Hendrix,Hardcover,Used,$28.00
b825,The Hollow Places,T. Kingfisher,Paperback,New,$17.99
b826,Lullaby,"Palahniuk, Chuck",Paperback,Used,$16.95
b827,Alice,Christina Henry,Paperback,Used,$17.00
b828,Troop,Nick Cutter,Not Specified,New,$10.99
b829,Southern Book Clubs Guide to Slaying Vampires,Grady Hendrix,Hardcover,Used,$22.99
b830,Ghost Eaters,Clay McLeod Chapman,Paperback,New,$16.99
b831,H P Lovecraft Cthulhu Mythos Tales,H P Lovecraft,Paperback,New,$14.99
b832,A Visit: A Ghost Story for Christmas,Shirley Jackson and Seth,Paperback,New,$7.95
b833,King in Yellow Deluxe Edition,Robert W Chambers,Hardcover,New,$18.95
b834,Carmilla,Sheridan Le Fanu,Hardcover,New,$18.95
b835,Things Have Gotten Worse Since We Last Spoke & Other Misfortunes,Eric Larocca,Hardcover,New,$19.95
b836,Trees Grew Because I Bled There Collected Stories,Eric Larocca,Hardcover,New,$19.95
b837,Carmilla,"Joseph Sheridan Le Fanu, Carmen Maria Machado",Paperback,New,$17.00
b838,God in the Shed,J F Dubeau,Paperback,Used,$17.99
b839,Kill Creek,Scott Thomas,Paperback,Used,$18.99
b840,Anybody Home?,Michael J. Seidlinger,Paperback,New,$18.95
b841,The Only Good Indians,Stephen Graham Jones,Hardcover,Used,$26.99
b842,My Heart Is a Chainsaw,Stephen Graham Jones,Paperback,Used,$17.99
b843,Don't Fear the Reaper,Stephen Graham Jones,Hardcover,New,$27.99
b844,Devolution A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,Paperback,Used,$17.00
b845,They Were Here Before Us,Eric Larocca,Paperback,New,$12.99
b846,Your Body is Not Your Body,Matt Blairstone and Alex Woodroe,Paperback,New,$22.00
b847,Cabin at the End of the World,Paul Tremblay,Paperback,Used,$17.99
b848,The Luminous Dead,Caitlin Starling,Paperback,New,$19.99
b849,Cabin at the End of the World,Paul Tremblay,Not Specified,Used,$8.99
b850,Black Phone Stories Movie Tie In,Joe Hill,Not Specified,New,$9.99
b851,Walking Practice,Dolki Min and Victoria Caudle,Hardcover,New,$26.99
b852,The Haunting Of Hill House,Shirley Jackson,Paperback,New,$17.00
b853,We Have Always Lived in the Castle,Shirley Jackson,Paperback,Used,$17.00
b854,Songs of a Dead Dreamer and Grimscribe,Thomas Ligotti,Paperback,Used,$19.00
b855,A Discovery of Witches: All Souls 1,Deborah Harkness,Paperback,Used,$18.00
b856,Haunting of Hill House Penguin Classics Deluxe Edition,"Shirley Jackson, Laura Miller",Paperback,Used,$18.00
b857,Haunting of Hill House,Shirley Jackson,Not Specified,New,$9.99
b858,World War Z an Oral History of the Zombie War,Max Brooks,Paperback,Used,$18.00
b859,The Terror,Dan Simmons,Paperback,Used,$19.99
b860,Into the Drowning Deep Rolling in the Deep Series Book 1,Mira Grant,Paperback,Used,$18.99
b861,Episode Thirteen,Craig Dilouie,Paperback,New,$19.99
b862,Dowry of Blood,S T Gibson,Paperback,New,$17.99
b863,Secret History of Witches,Louisa Morgan,Hardcover,Used,$25.00
b864,Interview with the Vampire: Vampire Chronicles 1,Anne Rice,Not Specified,Used,$8.99
b865,Meddling Kids,Edgar Cantero,Hardcover,Used,$27.95
b866,Bad Cree,Jessica Johns,Hardcover,New,$27.00
b867,Devils Playground,Craig Russell,Hardcover,Used,$28.00
b868,Book of Cold Cases,Simone St James,Paperback,New,$17.00
b869,Our Share of Night,Mariana Enriquez and Megan McDowell,Hardcover,New,$28.99
b870,Lone Women,Victor LaValle,Hardcover,New,$27.00
b871,Mexican Gothic,Silvia Moreno-Garcia,Hardcover,Used,$28.00
b872,Year of the Witching,Alexis Henderson,Paperback,Used,$17.00
b873,Ghost Story,Peter Straub,Paperback,Used,$9.99
b874,Cackle,Rachel Harrison,Paperback,Used,$17.00
b875,Damnation Game,Clive Barker,Paperback,Used,$9.99
b876,Motherthing,Ainslie Hogarth,Paperback,New,$17.00
b877,Dead Eleven,Jimmy Juliano,Hardcover,New,$27.00
b878,Sisters of the Lost Nation,Nick Medina,Hardcover,New,$27.00
b879,Cockroach King,Andrew Cull,Paperback,New,$9.24
b880,American Psycho,Bret Easton Ellis,Paperback,Used,$17.95
b881,Hunger,Alma Katsu,Paperback,Used,$17.00
b882,Complete Fiction of H P Lovecraft,H P Lovecraft,Hardcover,Used,$17.99
b883,Youve Lost a Lot of Blood,Eric Larocca,Paperback,Used,$12.00
b884,Meddling Kids,Edgar Cantero,Paperback,Used,$18.00
b885,If This Book Exists Youre in the Wrong Universe,Jason Pargin,Hardcover,Used,$28.99
b886,Mary An Awakening of Terror,Nat Cassidy,Paperback,New,$21.99
b887,The Death of Jane Lawrence,Caitlin Starling,Hardcover,Used,$27.99
b888,Slewfoot,Brom,Paperback,New,$19.99
b889,Slewfoot A Tale of Bewitchery,Brom,Hardcover,New,$29.99
b890,Nothing But Blackened Teeth,Cassandra Khaw,Hardcover,Used,$19.99
b891,The Death of Jane Lawrence,Caitlin Starling,Paperback,Used,$17.99
b892,Dead Silence,SA Barnes,Paperback,Used,$18.99
b893,Just Like Mother,Anne Heltzel,Hardcover,Used,$26.99
b894,Just Like Mother,Anne Heltzel,Paperback,New,$18.99
b895,& Then I Woke Up,Malcolm Devlin,Paperback,New,$13.99
b896,Sundial,Catriona Ward,Paperback,Used,$19.99
b897,Hidden Pictures,Jason Rekulak,Hardcover,Used,$27.99
b898,Hidden Pictures,Jason Rekulak,Paperback,New,$17.99
b899,Dead Silence,SA Barnes,Hardcover,New,$27.99
b900,Sister Maiden Monster,Lucy A Snyder,Paperback,New,$17.99
b901,Salt Grows Heavy,Cassandra Khaw,Hardcover,New,$21.99
b902,Maeve Fly,CJ Leede,Hardcover,New,$26.99
b903,Tell Me I'm Worthless,Alison Rumfitt,Paperback,New,$17.99
b904,Road of Bones,Christopher Golden,Paperback,Used,$16.99
b905,Haunted,Chuck Palahniuk,Paperback,Used,$18.00
b906,Swan Song,Robert R Mccammon,Paperback,Used,$18.00
b907,Troop,Nick Cutter,Paperback,Used,$17.99
b908,Twisted Ones,"T Kingfisher, Ursula Vernon",Paperback,New,$16.99
b909,Invention of Sound,Chuck Palahniuk,Hardcover,Used,$27.00
b910,Hollow Ones,Guillermo Del Toro,Paperback,Used,$10.98
b911,Horrorstör,Grady Hendrix,Paperback,New,$16.99
b912,My Best Friends Exorcism,Grady Hendrix,Paperback,Used,$16.99
b913,H P Lovecraft Tales of Horror,H P Lovecraft,Leather,New,$24.99
b914,Zone One,Colson Whitehead,Hardcover,Used,$25.95
b915,Dirty Heads,Aaron Dries,Paperback,New,$10.99
b916,We Sold Our Souls,Grady Hendrix,Paperback,New,$16.99
b917,Shadow of Night: All Souls 2,Deborah Harkness,Paperback,Used,$18.00
b918,Fungus,"Harry Adam Knight, Leroy Kettle, John Brosnan",Paperback,New,$16.99
b919,Call of Cthulhu & Other Weird Stories,"H P Lovecraft, Travis Louie, S T Joshi",Paperback,Used,$20.00
b920,King In Yellow,Robert W Chambers,Paperback,Used,$11.95
b921,Wishing Pool & Other Stories,Tananarive Due,Hardcover,New,$29.95
b922,Monstrilio,Gerardo Samano Cordova,Hardcover,New,$27.00
b923,Shutter,Ramona Emerson,Hardcover,Used,$25.95
b924,Shutter,Ramona Emerson,Paperback,New,$16.95
b925,Ghost Eaters,Clay McLeod Chapman,Hardcover,Used,$21.99
b926,Whisper Down the Lane,Clay Chapman,Paperback,Used,$15.99
b927,We Can Never Leave This Place,Eric LaRocca,Paperback,New,$12.95
b928,Puppet King & Other Atonements,Justin Burnett,Paperback,New,$15.95
b929,Haunting of Ashburn House,Darcy Coates,Paperback,Used,$14.99
b930,Gallows Hill,Darcy Coates,Paperback,New,$15.99
b931,They Drown Our Daughters,Katrina Monroe,Paperback,New,$16.99
b932,Lovecraft Short Stories,H.P. Lovecraft,Hardcover,Used,$30.00
b933,Edgar Allan Poe Collection,Edgar Allan Poe,Hardcover,Used,$30.00
b934,Supernatural Buchan - Stories of ancient spirits uncanny places and strange creatures,John Buchan,Paperback,New,$24.00
b935,They Dont Come Home Anymore,T. E. Grau,Paperback,Used,$11.99
b936,Ghoul,Brian Keene,Paperback,New,$20.50
b937,Castaways,Brian Keene,Paperback,New,$20.50
b938,Fisherman,John Langan,Paperback,New,$16.99
b939,Maggots Screaming,Max III Booth,Paperback,New,$18.95
b940,Conjuring the Witch,Jessica Leonard,Paperback,New,$16.95
b941,Bound In Flesh An Anthology Of Trans Body Horror,Lor Gislason,Paperback,New,$16.95
b942,Wicked Stepmother,"Michael McDowell, Dennis Schuetz, Axel Young",Paperback,New,$22.95
b943,Zombie Punks Fuck Off,Sam Richard,Paperback,New,$12.95
b944,Saturnalia,Stephanie Feldman,Hardcover,New,$28.00
b945,Maker of Swans,Paraic Odonnell,Paperback,New,$16.95
b946,Diablo Book of Lorath,Matthew J Kirby,Hardcover,New,$29.95
b947,Flowers in the Attic 40th Anniversary Edition,V C Andrews,Paperback,Used,$16.99
b948,Reluctant Immortals,Gwendolyn Kiste,Paperback,New,$17.99
b949,Smolder,Laurell K Hamilton,Hardcover,New,$28.00
b950,Devolution: A Firsthand Account of the Rainier Sasquatch Massacre,Max Brooks,Hardcover,Used,$28.00
b951,Between Two Fires,Christopher Buehlman,Paperback,New,$18.95
b952,Tastes Like Candy,Ivy Tholen,Paperback,New,$11.99
b953,Plastic Monsters,Daniel Volpe,Paperback,New,$11.99
b954,Tales of H P Lovecraft,H P Lovecraft,Paperback,Used,$16.99
b955,Hellbound Heart,Clive Barker,Paperback,New,$16.99
b956,Strain Strain 1,Guillermo Del Toro and Chuck Hogan,Not Specified,Used,$9.99
b957,Exorcist,William Peter Blatty,Paperback,New,$16.99
b958,The Fireman: A Novel,Joe Hill,Hardcover,Used,$28.99
b959,NOS4A2,Joe Hill,Paperback,Used,$18.99
b960,The Fireman,Joe Hill,Paperback,Used,$19.99
b961,Bird Box,Josh Malerman,Paperback,Used,$15.99
b962,Head Full of Ghosts,Paul Tremblay,Paperback,Used,$16.99
b963,Alice Isnt Dead,Joseph Fink,Paperback,Used,$18.99
b964,Head Full of Ghosts,Paul Tremblay,Not Specified,Used,$9.99
b965,Call of Cthulhu & Other Weird Stories,H P Lovecraft,Paperback,Used,$18.00
b966,Book of Life All Souls Trilogy 03,Deborah Harkness,Paperback,Used,$18.00
b967,We Have Always Lived in the Castle Penguin Orange Collection,Shirley Jackson,Paperback,New,$18.00
b968,Conspiracy Against the Human Race A Contrivance of Horror,Thomas Ligotti,Paperback,New,$18.00
b969,Let the Right One In,John Ajvide Lindqvist,Paperback,Used,$18.99
b970,Ritual,Adam Nevill,Paperback,New,$18.99
b971,John Dies at the End,David Wong,Paperback,Used,$17.99
b972,I Am Legend,Richard Matheson,Paperback,Used,$17.99
b973,Feed Newsflesh Book 1,"Mira Grant, Seanan Mcguire",Not Specified,Used,$10.99
b974,Historian,Elizabeth Kostova,Paperback,Used,$15.99
b975,Dowry of Blood,S T Gibson,Hardcover,New,$27.00
b976,In the House in the Dark of the Woods,Laird Hunt,Paperback,Used,$15.99
b977,The Passage,Justin Cronin,Paperback,Used,$18.99
b978,Other Terrors: An Inclusive Anthology,Vince A. Liaguno and Rena Mason,Paperback,Used,$18.99
b979,Insatiable Volt Sisters,Rachel Eve Moulton,Paperback,New,$18.00
b980,String Follow,Simon Jacobs,Paperback,Used,$18.00
b981,Times Convert,Deborah Harkness,Paperback,Used,$18.00
b982,Sun Down Motel,Simone St James,Paperback,Used,$17.00
b983,Smoke Bitten Mercy Thompson Book 12,Patricia Briggs,Not Specified,Used,$8.99
b984,Soul Taken Mercy Thompson Book 13,Patricia Briggs,Not Specified,New,$8.99
b985,Dead Until Dark Southern Vampire 01,Charlaine Harris,Not Specified,Used,$8.99
b986,Living Dead In Dallas Southern Vampire 02,Charlaine Harris,Not Specified,Used,$8.99
b987,Club Dead Southern Vampire 03,Charlaine Harris,Not Specified,Used,$8.99
b988,Dead As A Doornail Southern Vampire 05,Charlaine Harris,Not Specified,Used,$7.99
b989,Moon Called Mercy Thompson 01,Patricia Briggs,Not Specified,Used,$8.99
b990,Blood Bound Mercy Thompson 02,Patricia Briggs,Not Specified,Used,$8.99
b991,Definitely Dead Southern Vampire 06,Charlaine Harris,Not Specified,Used,$8.99
b992,All Together Dead Southern Vampire 07,Charlaine Harris,Not Specified,Used,$8.99
b993,Dead Until Dark Southern Vampire 01 Tie In Cover,Charlaine Harris,Not Specified,Used,$7.99
b994,From Dead to Worse,Charlaine Harris,Not Specified,Used,$7.99
b995,Dead & Gone Southern Vampire 09,Charlaine Harris,Not Specified,Used,$9.99
b996,Dead in the Family Southern Vampire 10,Charlaine Harris,Hardcover,Used,$25.95
b997,Ghost Tree,Christina Henry,Paperback,Used,$17.00
b998,Girl in Red,Christina Henry,Paperback,Used,$17.00
b999,Guilty Pleasures Anita Blake 01,Laurell K Hamilton,Not Specified,Used,$8.99
b1000,Odd Thomas: Odd Thomas 1,Dean Koontz,Not Specified,Used,$7.99
b1001,Forever Odd: Odd Thomas 2,Dean Koontz,Not Specified,Used,$7.99
b1002,Daphne,Josh Malerman,Paperback,New,$18.00
b1003,Hide,Kiersten White,Paperback,New,$17.00
b1004,Demons of Good & Evil Hollows Book 17,Kim Harrison,Hardcover,New,$28.00
b1005,House of Hunger,Alexis Henderson,Hardcover,Used,$27.00
b1006,The Haunting of Alejandra,V. Castro,Hardcover,New,$28.00
b1007,Sign Here,Claudia Lux,Hardcover,Used,$27.00
b1008,Discovery of Witches All Souls Trilogy 01,Deborah Harkness,Hardcover,Used,$31.00
b1009,Shadow of Night: All Souls Trilogy 2,Deborah Harkness,Hardcover,Used,$30.00
b1010,The Book of Life,Deborah Harkness,Hardcover,Used,$32.00
b1011,Wasp Factory,Iain Banks,Paperback,Used,$17.00
b1012,Tales of the Weird An Uncanny Introduction Indie Exclusive,British Library,Paperback,New,$4.99
b1013,I Am Legend,Richard Matheson,Not Specified,Used,$9.99
b1014,World War Z Mass Market Movie Tie In Edition An Oral History of the Zombie War,Max Brooks,Not Specified,Used,$9.99
b1015,Essential Tales of H P Lovecraft,H P Lovecraft,Hardcover,Used,$12.99
b1016,The Lighthouse Ghost: of Yaquina Bay,Alexandra Mason,Paperback,New,$16.95
b1017,Ghost Story,Peter Straub,Paperback,Used,$17.00
b1018,This Book Is Full of Spiders Seriously Dude Dont Touch It John Dies at the End 2,David Wong,Paperback,Used,$17.99
b1019,Boy Who Drew Monsters,Keith Donohue,Paperback,Used,$17.00
b1020,What the Hell Did I Just Read A Novel of Cosmic Horror,"Jason Pargin, David Wong",Paperback,Used,$17.99
b1021,Universal Harvester: A Novel,John Darnielle,Paperback,Used,$17.00
b1022,Twin Peaks The Final Dossier,Mark Frost,Hardcover,Used,$21.99
b1023,HEX,Thomas Olde Heuvelt,Paperback,New,$19.99
b1024,Pinata,Leopoldo Gout,Hardcover,New,$28.99
b1025,Black Tide,KC Jones,Paperback,Used,$16.99
b1026,Lost Village,"Camilla Sten, Alexandra Fleming",Paperback,Used,$17.99
b1027,Leech,Hiron Ennes,Hardcover,Used,$27.99
b1028,Last House on Needless Street,Catriona Ward,Hardcover,Used,$28.99
b1029,Little Eve,Catriona Ward,Hardcover,Used,$27.99
b1030,John Dies at the End,"Jason Pargin, David Wong",Paperback,New,$17.99
b1031,Spite House,Johnny Compton,Hardcover,New,$27.99
b1032,White Horse,Erika T. Wurth,Hardcover,Used,$27.99
b1033,The Dark Net,Benjamin Percy,Paperback,Used,$14.99
b1034,Malice House (The Malice Compendium),Megan Shepherd,Hardcover,Used,$26.99
b1035,Zombie Survival Guide Complete Protection from the Living Dead,Max Brooks,Paperback,Used,$17.00
b1036,Demonologist,Andrew Pyper,Paperback,New,$18.00
b1037,Abraham Lincoln Vampire Hunter,Seth Grahame Smith,Not Specified,Used,$7.99
b1038,Family Business,Jonathan Sims,Hardcover,Used,$28.99
b1039,Rules of Magic,Alice Hoffman,Paperback,Used,$16.99
b1040,Invention of Sound,Chuck Palahniuk,Paperback,Used,$16.99
b1041,Old Country,"Matt Query, Harrison Query",Paperback,New,$17.99
b1042,Imaginary Friend,Stephen Chbosky,Hardcover,Used,$30.00
b1043,Queer Little Nightmares: An Anthology of Monstrous Fiction & Poetry,David Ly and Daniel Zomparelli,Paperback,New,$18.95
b1044,The Xothic Legend Cycle: The Complete Mythos Fiction of Lin Carter: Cthulhu Cycle 13,Lin Carter,Paperback,New,$16.95
b1045,Revelation,Bentley Little,Paperback,New,$18.99
b1046,White is for Witching,Helen Oyeyemi,Paperback,New,$17.00
b1047,My Best Friends Exorcism,Grady Hendrix,Hardcover,Used,$19.99
b1048,Cult of the Dead and Other Weird and Lovecraftian Tales,Lois H. Gresh,Paperback,New,$21.50
b1049,Essential Tales of HP Lovecraft,"H P Lovecraft, Peter Cannon",Paperback,Used,$16.99
b1050,Amityville Horror,Jay Anson,Paperback,Used,$16.00
b1051,Heart Shaped Box,Joe Hill,Paperback,Used,$16.99
b1052,The Stand (Complete and Uncut Edition),Stephen King,Not Specified,Used,$9.99
b1053,Dark Tower 05 Wolves Of The Calla,Stephen King,Not Specified,Used,$9.99
b1054,The Drawing of the Three: Dark Tower 2,Stephen King,Not Specified,Used,$9.99
b1055,Shining,Stephen King,Not Specified,Used,$17.99
b1056,It,Stephen King,Not Specified,Used,$9.99
b1057,Twelve Nights at Rotter House,J. W. Ocker,Paperback,New,$21.99
b1058,Gridlocked,Cody Goodfellow,Paperback,New,$10.75
b1059,One Hand to Hold One Hand to Carve,"M Shaw, Alex Woodroe",Paperback,New,$13.00
b1060,Joyland,Stephen King,Paperback,Used,$14.95
b1061,Colorado Kid,Stephen King,Paperback,Used,$12.95
b1062,Later,Stephen King,Paperback,Used,$14.95
b1063,Cold Moon Over Babylon Valancourt 20th Century Classics,Michael McDowell,Paperback,Used,$17.99
b1064,X's For Eyes,Laird Barron,Paperback,New,$9.95
b1065,The Maker of Swans,Paraic O'Donnell,Hardcover,Used,$27.95
b1066,Loteria,Cynthia Pelayo,Paperback,New,$17.99
b1067,Body,Stephen King,Paperback,Used,$12.99
b1068,The Institute,Stephen King,Hardcover,Used,$30.00
b1069,Institute,Stephen King,Not Specified,Used,$10.99
b1070,The Institute,Stephen King,Paperback,Used,$19.99
b1071,Pet Sematary,Stephen King,Paperback,New,$18.00
b1072,If It Bleeds,Stephen King,Paperback,Used,$18.00
b1073,On Writing A Memoir of the Craft,Stephen King,Paperback,Used,$18.00
b1074,Beneath the Stairs,Jennifer Fawcett,Paperback,Used,$17.99
b1075,Book of Queer Saints,Mae Murray,Paperback,New,$16.25
b1076,Brave New Weird,Alex Woodroe,Paperback,New,$20.00
b1077,House of Rot,Danger Slater,Paperback,New,$14.00
b1078,Horns Movie Tie in Edition,Joe Hill,Not Specified,New,$7.99
b1079,Alice Isn't Dead: A Novel,Joseph Fink,Hardcover,Used,$19.99
b1080,Haunting Of Hill House,Shirley Jackson,Paperback,Used,$15.00
b1081,Haunting of Hill House,"Shirley Jackson, Guillermo Del Toro, Laura Miller",Hardcover,New,$25.00
b1082,The Call of Cthulhu and Other Weird Stories,H P Lovecraft,Paperback,New,$18.00
b1083,Japanese Ghost Stories,"Lafcadio Hearn, Paul Murray",Paperback,New,$16.00
b1084,Carrie,Stephen King,Not Specified,Used,$9.99
b1085,'Salem's Lot,Stephen King,Not Specified,Used,$9.99
b1086,The Stand,Stephen King,Paperback,New,$18.00
b1087,Prince Lestat: Vampire Chronicles 11,Anne Rice,Hardcover,New,$30.00
b1088,Hull Zero Three,Greg Bear,Paperback,Used,$19.99
b1089,The Devil Takes You Home,Gabino Iglesias,Hardcover,Used,$45.00
b1090,Children of Red Peak,Craig Dilouie,Paperback,Used,$18.99
b1091,Best of H P Lovecraft Bloodcurdling Tales of Horror & the Macabre,"H P Lovecraft, Robert Bloch",Paperback,Used,$18.00
b1092,The Shining,Stephen King,Paperback,Used,$18.00
b1093,Roald Dahls Book of Ghost Stories,Roald Dahl,Paperback,Used,$16.00
b1094,Boatmans Daughter,Andy Davidson,Paperback,Used,$16.00
b1095,Wanderers Book 1,Chuck Wendig,Paperback,Used,$18.99
b1096,Lost Boy True Story of Captain Hook,Christina Henry,Paperback,Used,$17.00
b1097,Night Broken Mercy Thompson Book 8,Patricia Briggs,Not Specified,New,$8.99
b1098,Silence Fallen Mercy Thompson Book 10,Patricia Briggs,Not Specified,New,$8.99
b1099,The Book of Cold Cases,Simone St. James,Hardcover,Used,$27.00
b1100,Wild Sign Alpha & Omega Book 6,Patricia Briggs,Not Specified,Used,$8.99
b1101,Dead To The World Southern Vampire 04,Charlaine Harris,Not Specified,Used,$7.99
b1102,Cry Wolf Alpha & Omega 01,Patricia Briggs,Not Specified,Used,$7.99
b1103,River Marked Mercy Thompson 06,Patricia Briggs,Not Specified,Used,$8.99
b1104,Frost Burned Mercy Thompson Book 7,Patricia Briggs,Not Specified,Used,$8.99
b1105,The Stand: The Complete and Uncut Edition,Stephen King,Not Specified,Used,$8.50
b1106,Dark Tower 01 Gunslinger,Stephen King,Not Specified,Used,$8.99
b1107,Odd Apocalypse: Odd Thomas 5,Dean Koontz,Not Specified,Used,$9.99
b1108,Eldritch Tales a Miscellany of the Macabre,"H P Lovecraft, Les Edwards, Stephen Jones",Paperback,New,$32.99
b1109,American Demon Hollows 14,Kim Harrison,Not Specified,Used,$8.99
b1110,Stand Movie Tie in Edition,Stephen King,Not Specified,Used,$10.99
b1111,Hacienda,Isabel Canas,Hardcover,Used,$27.00
b1112,Trouble with the Cursed Hollows Book 16,Kim Harrison,Not Specified,New,$8.99
b1113,I Am Not a Serial Killer,Dan Wells,Paperback,Used,$11.99
b1114,New Annotated H P Lovecraft,H. P. Lovecraft,Hardcover,New,$39.95
b1115,The Night Ocean,Paul La Farge,Paperback,Used,$19.00
b1116,Sundial,Catriona Ward,Hardcover,Used,$26.99
