entryID,name,author,material,condition,price
b376,Racketeer,John Grisham,Not Specified,Used,$9.99
b377,Gray Mountain,John Grisham,Not Specified,Used,$9.99
b378,44 Scotland Street: 44 Scotland Street 1,Alexander McCall Smith,Paperback,Used,$9.98
b379,American Spy,Lauren Wilkinson,Paperback,Used,$10.95
b380,The Stranger Diaries,Elly Griffiths,Paperback,Used,$16.99
b381,Last Remains A Mystery,Elly Griffiths,Hardcover,Used,$30.00
b382,Two Nights in Lisbon,Chris Pavone,Hardcover,Used,$28.00
b383,My Name Is Red,"Pamuk, Orhan",Paperback,Used,$17.95
b384,Motherless Brooklyn,Jonathan Lethem,Paperback,Used,$18.00
b385,Perfume The Story Of A Murderer,Patrick Suskind,Paperback,Used,$17.00
b386,Rebecca,Daphne Du Maurier,Paperback,Used,$17.99
b387,Sweetness At The Bottom Of The Pie,Alan Bradley,Hardcover,Used,$23.00
b388,Lost Symbol,Dan Brown,Hardcover,Used,$35.00
b389,Judges List,John Grisham,Hardcover,Used,$29.95
b390,Long Goodbye,"Chandler, Raymond",Paperback,Used,$17.00
b391,The Big Sleep,Raymond Chandler,Paperback,Used,$16.00
b392,Fever Dream: A Novel,Samanta Schweblin,Paperback,New,$17.00
b393,Midnight Line: Jack Reacher 22,Lee Child,Not Specified,Used,$9.99
b394,T Is For Trespass,Sue Grafton,Not Specified,Used,$7.99
b395,U is for Undertow,Sue Grafton,Not Specified,Used,$7.99
b396,Ghost Goes to the Dogs,Cleo Coyle,Not Specified,New,$8.99
b397,Yard,Alex Grecian,Paperback,Used,$17.00
b398,W Is for Wasted,Sue Grafton,Not Specified,Used,$7.99
b399,Stone Cold: A Joe Pickett Novel: Joe Pickett 14,C J Box,Not Specified,Used,$9.99
b400,Sun Down Motel,Simone St James,Paperback,Used,$17.00
b401,Painted House,John Grisham,Not Specified,Used,$7.99
b402,Gone Tomorrow: Jack Reacher 13,Lee Child,Not Specified,Used,$9.99
b403,Innocent Man Murder & Injustice in a Small Town,John Grisham,Not Specified,Used,$7.99
b404,Persuader: Jack Reacher 7,Lee Child,Not Specified,Used,$9.99
b405,Worth Dying For: Jack Reacher 15,Lee Child,Not Specified,Used,$9.99
b406,The Affair: Jack Reacher 16,Lee Child,Not Specified,Used,$9.99
b407,Never Go Back: Jack Recher 18,Lee Child,Not Specified,Used,$9.99
b408,Dead Until Dark Southern Vampire 01,Charlaine Harris,Not Specified,Used,$8.99
b409,Dead Until Dark Southern Vampire 01 Tie In Cover,Charlaine Harris,Not Specified,Used,$7.99
b410,Trunk Music: Harry Bosch 5,Michael Connelly,Not Specified,Used,$7.99
b411,Along Came A Spider: Alex Cross 1,James Patterson,Not Specified,Used,$8.00
b412,The Overlook: Harry Bosch 13,Michael Connelly,Not Specified,Used,$8.00
b413,The Reversal: Lincoln Lawyer 3,Michael Connelly,Not Specified,Used,$10.00
b414,Sick Puppy,Carl Hiaasen,Not Specified,Used,$8.00
b415,Angels Flight: Harry Bosch 6,Michael Connelly,Not Specified,Used,$7.99
b416,Void Moon: Cassie Black 1,Michael Connelly,Not Specified,Used,$8.00
b417,1st To Die: Women's Murder Club 1,James Patterson,Not Specified,Used,$8.99
b418,Cabinet Of Curiosities,Douglas Preston and Lincoln Child,Not Specified,Used,$7.99
b419,City Of Bones: Harry Bosch 8,Michael Connelly,Not Specified,Used,$7.99
b420,Lost Light: Harry Bosch 9,Michael Connelly,Not Specified,Used,$8.00
b421,The Narrows: Harry Bosch 10,Michael Connelly,Not Specified,Used,$7.99
b422,Basket Case,Carl Hiaasen,Not Specified,Used,$7.99
b423,Split Second: King and Maxwell 1,David Baldacci,Not Specified,Used,$7.99
b424,The Lincoln Lawyer: Lincoln Lawyer 1,Michael Connelly,Not Specified,Used,$7.99
b425,The Closers: Harry Bosch 11,Michael Connelly,Not Specified,Used,$7.99
b426,Echo Park: Harry Bosch 12,Michael Connelly,Not Specified,Used,$8.00
b427,Hour Game: King and Maxwell 2,David Baldacci,Not Specified,Used,$7.99
b428,Simple Genius: King and Maxwell 3,David Baldacci,Not Specified,Used,$10.00
b429,A Darkness More Than Night: Harry Bosch 7,Michael Connelly,Not Specified,Used,$7.99
b430,Whiteout,Ken Follett,Not Specified,Used,$9.99
b431,Fall of Giants,Ken Follett,Not Specified,Used,$10.99
b432,Evening & the Morning,Ken Follett,Paperback,Used,$20.00
b433,My Lovely Wife,Samantha Downing,Paperback,Used,$17.00
b434,The Keeper of Lost Causes (Department Q #1),Jussi Adler-Olsen,Paperback,Used,$19.00
b435,Tripwire: Jack Reacher 3,Lee Child,Not Specified,Used,$7.99
b436,Running Blind: Jack Reacher 4,Lee Child,Not Specified,Used,$7.99
b437,Without Fail: Jack Reacher 6,Lee Child,Not Specified,Used,$7.99
b438,Bad Man,Dathan Auerbach,Paperback,New,$17.00
b439,Squeeze Me,Carl Hiaasen,Paperback,Used,$17.00
b440,Racing the Light,Robert Crais,Paperback,New,$18.00
b441,Origin,Dan Brown,Paperback,Used,$18.00
b442,Murder on the Links,Agatha Christie,Paperback,New,$11.00
b443,Sharp Objects Movie Tie In,Gillian Flynn,Not Specified,Used,$9.99
b444,We Are All the Same in the Dark A Novel,Julia Heaberlin,Paperback,Used,$17.00
b445,Lady Cop Makes Trouble,Amy Stewart,Paperback,Used,$15.99
b446,The Best American Mystery Stories: 2018,Louise Penny,Paperback,Used,$15.99
b447,Best American Mystery Stories 2012,Robert Crais,Paperback,Used,$22.95
b448,Bangkok 8: Royal Thai Detective Sonchai Jitpleecheep 1,John Burdett,Not Specified,Used,$4.95
b449,Sherlock Holmes: The Complete Novels and Stories: Volume 1,Arthur Conan Doyle,Not Specified,Used,$7.99
b450,Bourne Identity,Robert Ludlum,Not Specified,Used,$4.95
b451,Night Dogs,Kent Anderson,Not Specified,Used,$7.99
b452,Fragment,Warren Fahy,Not Specified,Used,$8.99
b453,Mr Churchills Secretary a Maggie Hope Novel,Susan Elia Macneal,Paperback,Used,$17.00
b454,Judges List,John Grisham,Paperback,Used,$18.00
b455,House Across the Lake,Riley Sager,Hardcover,Used,$27.00
b456,House in the Pines,Ana Reyes,Hardcover,New,$27.00
b457,Dead Dead Girls,Nekesa Afia,Paperback,Used,$16.00
b458,Blackmail & Bibingka,Mia P Manansala,Paperback,Used,$17.00
b459,The Sanatorium,Sarah Pearse,Paperback,Used,$17.00
b460,Something to Hide A Lynley Novel,Elizabeth George,Paperback,Used,$19.00
b461,Daughter of the Morning Star A Longmire Mystery,Craig Johnson,Paperback,New,$17.00
b462,Never,Ken Follett,Paperback,Used,$20.00
b463,While Justice Sleeps,Stacey Abrams,Paperback,Used,$17.00
b464,Poirot Investigates,Agatha Christie,Paperback,New,$9.95
b465,A Judgement in Stone,Ruth Rendell,Paperback,Used,$16.00
b466,Late Mrs Willoughby A Novel,Claudia Gray,Paperback,New,$17.00
b467,To Kill a Troubadour A Bruno Chief of Police Novel,Martin Walker,Paperback,New,$17.00
b468,Local A Legal Thriller,Joey Hartstone,Paperback,New,$17.00
b469,The Violin Conspiracy,Brendan Slocumb,Hardcover,Used,$28.00
b470,Shadows Reel,C J Box,Paperback,Used,$9.99
b471,Four Aunties & a Wedding,Jesse Q Sutanto,Paperback,Used,$16.00
b472,Death by Bubble Tea,Jennifer J. Chow,Not Specified,Used,$8.99
b473,Velvet Was the Night: A Novel,Silvia Moreno-Garcia,Hardcover,Used,$28.00
b474,Velvet Was the Night,Silvia Moreno Garcia,Paperback,Used,$17.00
b475,The Thursday Murder Club - Large Print Edition,Richard Osman,Paperback,New,$28.00
b476,Clive Cusslers Dark Vector,Graham Brown,Paperback,Used,$9.99
b477,Red Dragon,Thomas Harris,Paperback,Used,$12.00
b478,Babysitter A novel,Joyce Carol Oates,Paperback,New,$18.00
b479,Sparring Partners,John Grisham,Paperback,Used,$18.00
b480,House Across the Lake,Riley Sager,Hardcover,Used,$17.95
b481,Silverview,John Le Carre,Paperback,Used,$17.00
b482,Back to the Garden,Laurie R King,Hardcover,Used,$28.00
b483,Rizzoli & Isles Listen to Me,Tess Gerritsen,Paperback,New,$9.99
b484,Such Pretty Flowers,K L Cerra,Paperback,New,$17.00
b485,Clive Cusslers Fire Strike,Mike Maden,Hardcover,New,$29.95
b486,Stone Cold Fox,Rachel Koller Croft,Hardcover,Used,$27.00
b487,Burner,Mark Greaney,Hardcover,New,$29.00
b488,The Bullet That Missed - Large Print Edition,Richard Osman,Paperback,New,$29.00
b489,Deception Point,Dan Brown,Not Specified,Used,$6.99
b490,The Rose of the World,Alys Clare,Hardcover,New,$34.99
b491,Paragon Hotel,Lyndsay Faye,Paperback,Used,$17.00
b492,Slow Fire Burning,Paula Hawkins,Hardcover,Used,$28.00
b493,The Couple Next Door,Shari Lapena,Paperback,Used,$16.00
b494,The Witch Elm,Tana French,Hardcover,Used,$28.00
b495,Bury Your Dead: Chief Inspector Gamache 6,Louise Penny,Paperback,Used,$9.95
b496,A Fatal Grace: Chief Inspector Gamache 2,Louise Penny,Paperback,Used,$8.95
b497,Expats,Chris Pavone,Paperback,Used,$18.00
b498,So Shall You Reap,Donna Leon,Hardcover,New,$28.00
b499,Personal: Jack Reacher 19,Lee Child,Not Specified,Used,$9.99
b500,Make Me: Jack Reacher 20,Lee Child,Not Specified,Used,$9.99
b501,The Grownup: A Story by the Author of Gone Girl,Gillian Flynn,Hardcover,Used,$9.99
b502,American Spy,Lauren Wilkinson,Paperback,Used,$17.00
b503,Detection and Its Designs: Narrative and Power in Nineteenth-Century Detective Fiction,Peter Thoms,Hardcover,New,$53.27
b504,Kill Shot UK,Vince Flynn,Paperback,Used,$14.00
b505,Double Dog Dare,Donna Ball,Paperback,New,$17.50
b506,The Secret World of Christoval Alvarez,Ann Swinfen,Paperback,New,$14.95
b507,Blood and Justice: A Private Investigator Mystery Series,Rayven T. Hill,Paperback,New,$12.99
b508,Never Lie,Freida McFadden,Paperback,New,$17.99
b509,"The Girl in the Spiders Web: A Lisbeth Salander Novel, Continuing Stieg Larssons Millennium Series",David Lagercrantz,Paperback,Used,$16.95
b510,Sharp Objects,Gillian Flynn,Not Specified,Used,$9.99
b511,Dark Places,Gillian Flynn,Not Specified,Used,$9.99
b512,Widow,Fiona Barton,Paperback,Used,$17.00
b513,A Great Reckoning: Chief Inspector Gamache 12,Louise Penny,Paperback,Used,$17.99
b514,The Sleeping and the Dead,Jeff Crook,Paperback,New,$22.99
b515,Glass Houses: Chief Inspector Gamache 13,Louise Penny,Paperback,Used,$17.99
b516,A Better Man: A Chief Inspector Gamache Novel,Louise Penny,Paperback,Used,$17.99
b517,Kingdom of the Blind: Chief Inspector Gamache 14,Louise Penny,Paperback,Used,$17.99
b518,Bury Your Dead: Chief Inspector Gamache 6,Louise Penny,Not Specified,Used,$9.99
b519,A Great Reckoning: Chief Inspector Gamache 12,Louise Penny,Not Specified,Used,$9.99
b520,All the Devils Are Here,Louise Penny,Hardcover,Used,$28.99
b521,Madness of Crowds,Louise Penny,Hardcover,Used,$28.99
b522,The Brutal Telling: Chief Inspector Gamache 5,Louise Penny,Paperback,Used,$12.00
b523,Echo Wife,Sarah Gailey,Paperback,Used,$16.99
b524,Glass Houses: Chief Inspector Gamache 13,Louise Penny,Not Specified,New,$9.99
b525,Soulmate,Sally Hepworth,Hardcover,New,$28.99
b526,Miracle Creek,Angie Kim,Paperback,Used,$17.00
b527,Razorblade Tears,S A Cosby,Paperback,Used,$17.99
b528,Angel Maker,Alex North,Hardcover,New,$28.99
b529,Misfortune Cookie,Vivien Chien,Not Specified,New,$8.99
b530,Therapist,BA Paris,Paperback,Used,$17.99
b531,Reckless Girls A Novel,Rachel Hawkins,Paperback,Used,$17.99
b532,Whisper Man A Novel,Alex North,Not Specified,Used,$9.99
b533,Lost Village,"Camilla Sten, Alexandra Fleming",Paperback,Used,$17.99
b534,All the Dangerous Things,Stacy Willingham,Hardcover,Used,$27.99
b535,Rip Through Time,Kelley Armstrong,Paperback,New,$17.99
b536,Daisy Darker,Alice Feeney,Hardcover,Used,$28.99
b537,Muffin But the Truth A Bakeshop Mystery,Ellie Alexander,Not Specified,New,$8.99
b538,Eden Test,Adam Sternbergh,Hardcover,New,$27.99
b539,Finlay Donovan Is Killing It A Mystery,Elle Cosimano,Not Specified,New,$9.99
b540,My Darkest Prayer,S A Cosby,Paperback,New,$16.99
b541,Razorblade Tears,S A Cosby,Not Specified,New,$9.99
b542,Speak of the Devil,Rose Wilding,Hardcover,New,$28.00
b543,World of Curiosities,Louise Penny,Not Specified,New,$9.99
b544,Things We Do in the Dark,Jennifer Hillier,Paperback,New,$18.00
b545,Girl by the Bridge,Arnaldur Indridason,Hardcover,New,$29.00
b546,Snow,John Banville,Paperback,Used,$16.99
b547,The Lost Symbol,"Brown, Dan",Not Specified,Used,$9.99
b548,Da Vinci Code,Dan Brown,Not Specified,Used,$6.95
b549,Power of the Dog,Don Winslow,Paperback,Used,$19.00
b550,A Most Wanted Man,John le Carré,Paperback,Used,$18.00
b551,Through the Magic Door,Arthur Conan Doyle,Paperback,New,$19.75
b552,In the Woods,Tana French,Paperback,Used,$10.98
b553,Dirty Work,Reed Coleman,Paperback,New,$9.95
b554,Carnival,J. Robert Janes,Paperback,New,$26.99
b555,Ladys Guide to Etiquette & Murder,Dianne Freeman,Paperback,Used,$15.95
b556,Dedication to Murder,Lauren Elliott,Not Specified,New,$8.99
b557,Mastering the Art of French Murder,Colleen Cambridge,Hardcover,New,$27.00
b558,Cinnamon Twisted,Ginger Bolton,Paperback,New,$16.95
b559,Charlotte Illes Is Not a Detective: A Modern and Witty Mystery,Katie Siegel,Paperback,New,$16.95
b560,Twenty Years Later,Charlie Donlea,Paperback,Used,$16.95
b561,Last House Guest,Megan Miranda,Paperback,Used,$17.00
b562,Lock Every Door,Riley Sager,Paperback,Used,$18.00
b563,Home Before Dark,Riley Sager,Paperback,Used,$18.00
b564,In the Woods,Tana French,Paperback,Used,$9.95
b565,Cabinet of Dr Leng,"Douglas Preston, Lincoln Child",Hardcover,Used,$30.00
b566,Simply Lies,David Baldacci,Hardcover,Used,$30.00
b567,Private Moscow,James Patterson,Paperback,New,$18.99
b568,The Mandala of Sherlock Holmes: The Adventures of the Great Detective in India and Tibet,Jamyang Norbu,Paperback,Used,$13.95
b569,The Long Ships,"Bengtsson, Frans G.",Paperback,Used,$19.95
b570,The Benson Murder Case,S. S. Van Dine,Paperback,Used,$15.95
b571,Mysterious Bookshop Presents the Best Mystery Stories of the Year 2022,"Sara Paretsky, Otto Penzler",Paperback,Used,$17.95
b572,Siberia Job,Josh Haven,Hardcover,New,$26.95
b573,Descent,Tim Johnston,Paperback,Used,$15.95
b574,Detective Inspector Huss,"Tursten, Helene",Paperback,Used,$9.99
b575,Dead Lions,Mick Herron,Paperback,New,$16.95
b576,Cult X,Fuminori Nakamura,Hardcover,Used,$27.95
b577,Real Tigers: Slough House 3,Mick Herron,Paperback,New,$16.95
b578,The Blackhouse: Lewis 1,Peter May,Paperback,Used,$15.99
b579,Misdirection: A Rusty Diamond Mystery,Austin Williams,Paperback,New,$14.99
b580,Paris Librarian A Hugo Marston Novel,Mark Pryor,Paperback,Used,$19.95
b581,The Book Artist: A Hugo Marston Novel,Mark Pryor,Paperback,Used,$18.95
b582,Wailing Wind,Tony Hillerman,Not Specified,Used,$7.50
b583,Dream Town,David Baldacci,Paperback,Used,$18.99
b584,The Fifth Witness: Lincoln Lawyer 4,Michael Connelly,Not Specified,Used,$10.00
b585,Leaving Everything Most Loved: Maisie Dobbs 10,Jacqueline Winspear,Paperback,Used,$15.99
b586,Four to Score,Janet Evanovich,Not Specified,Used,$10.99
b587,Digital Fortress,Dan Brown,Not Specified,Used,$4.95
b588,The Gods of Guilt: Lincoln Lawyer 5,Michael Connelly,Not Specified,Used,$10.00
b589,Mary Russell's War: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes,Laurie R King,Paperback,Used,$15.99
b590,Final Girls A Novel,Riley Sager,Paperback,Used,$18.00
b591,My Killer Vacation,Tessa Bailey,Paperback,Used,$13.99
b592,Cockroaches: Harry Hole 2,Jo Nesbo,Paperback,Used,$18.00
b593,Last Policeman,Ben H Winters,Paperback,Used,$14.99
b594,Blue Moon A Jack Reacher Novel,Lee Child,Not Specified,Used,$9.99
b595,Sherlock Holmes The Complete Novels & Stories Volume II,Arthur Conan Doyle,Not Specified,Used,$6.95
b596,Death of a Bookseller,Alice Slater,Hardcover,Used,$26.95
b597,Ink Black Heart A Cormoran Strike Novel,Robert Galbraith,Paperback,New,$22.99
b598,Out of Range Joe Pickett 05,C J Box,Not Specified,Used,$9.99
b599,Last Word A Novel,Taylor Adams,Hardcover,New,$30.00
b600,Hunting Badger,Tony Hillerman,Not Specified,Used,$7.99
b601,Maidens,Alex Michaelides,Book,Used,$11.95
b602,Girl in the Walls,A J Gnuse,Hardcover,Used,$9.95
b603,Spoonful of Murder,JM Hall,Paperback,New,$16.99
b604,Sandstorm Sigma Force 01,James Rollins,Not Specified,Used,$7.99
b605,Metro Girl Alex Barnaby,Janet Evanovich,Not Specified,Used,$7.99
b606,Lost Lake,Phillip Margolin,Not Specified,Used,$9.99
b607,Death at La Fenice A Commissario Guido Brunetti Mystery,Donna Leon,Paperback,Used,$15.99
b608,Last Kingdom Saxon Chronicles 01,Bernard Cornwell,Paperback,Used,$16.99
b609,Slough House,Mick Herron,Paperback,New,$16.95
b610,Bad Actors,Mick Herron,Hardcover,New,$27.95
b611,Bad Actors,Mick Herron,Paperback,New,$16.95
b612,Nightingale Affair,Tim Mason,Hardcover,New,$28.00
b613,Tarot Goblinko Dark Fantasy Medieval Punk Tarot,Sean Aaberg,Hardcover,New,$29.95
b614,Going Rogue,Janet Evanovich,Hardcover,Used,$28.99
b615,One by One,Ruth Ware,Paperback,New,$10.99
b616,The nGustro Affair,Jean-Patrick Manchette,Paperback,Used,$15.95
b617,Devil & the Dark Water,Stuart Turton,Paperback,Used,$16.99
b618,& There He Kept Her,Joshua Moehling,Paperback,Used,$17.99
b619,Joyland,Stephen King,Not Specified,Used,$8.99
b620,Cthulhu Casebooks Sherlock Holmes & the Miskatonic Monstrosities,James Lovegrove,Hardcover,Used,$19.99
b621,Study in Brimstone Warlock Holmes 01,G S Denning,Paperback,Used,$16.95
b622,The Girl Before,J P Delaney,Paperback,Used,$9.98
b623,Transient Desires,Donna Leon,Paperback,Used,$8.95
b624,Fool Me Once,Harlan Coben,Paperback,Used,$6.95
b625,Complete Sherlock Holmes Collection An Official Sherlock Holmes Museum Product,Arthur Conan Doyle,Hardcover,New,$34.95
b626,The Perfect Marriage,Jeneva Rose,Paperback,New,$15.99
b627,The House on Vesper Sands,Paraic O'Donnell,Hardcover,Used,$26.95
b628,You A Novel,Caroline Kepnes,Paperback,Used,$9.99
b629,Invisible Girl,Lisa Jewell,Paperback,Used,$17.00
b630,Girls in the Garden,Lisa Jewell,Paperback,Used,$9.99
b631,Confidence,Rafael Frumkin,Hardcover,New,$27.99
b632,No Plan B A Jack Reacher Novel,"Lee Child, Andrew Child",Paperback,New,$18.00
b633,Citizen Vince,Jess Walter,Paperback,Used,$14.95
b634,Moriarty,Anthony Horowitz,Paperback,Used,$17.00
b635,Song of the Lion A Leaphorn Chee & Manuelito Novel,Anne Hillerman,Not Specified,Used,$9.99
b636,"Cave of Bones: Leaphorn, Chee And Manuelito 4",Anne Hillerman,Not Specified,Used,$9.99
b637,The Little Old Lady Who Broke All the Rules: League of Pensioners 1,Catharina Ingelman-Sundberg,Paperback,Used,$16.99
b638,The Word Is Murder,Anthony Horowitz,Hardcover,New,$27.99
b639,Guest List,Lucy Foley,Hardcover,Used,$30.00
b640,Line to Kill,Anthony Horowitz,Hardcover,Used,$27.99
b641,Winter Counts: A Novel,David Heska Wanbli Weiden,Paperback,Used,$16.99
b642,Guest List - Large Print Edition,Lucy Foley,Paperback,New,$29.99
b643,Murder of Roger Ackroyd A Hercule Poirot Mystery,Agatha Christie,Paperback,Used,$15.99
b644,Nothing to Lose A JP Beaumont Novel,J A Jance,Not Specified,Used,$9.99
b645,Sunlit Weapon,Jacqueline Winspear,Hardcover,Used,$27.99
b646,Death on the Nile Movie Tie in 2022,Agatha Christie,Not Specified,Used,$9.99
b647,Casino Royale A Novel,Ian Fleming,Paperback,New,$18.99
b648,Maisie Dobbs: Maisie Dobbs 1,Jacqueline Winspear,Paperback,Used,$16.00
b649,A Conspiracy of Faith: A Department Q Novel,"Adler-Olsen, Jussi",Paperback,Used,$18.00
b650,Friends In High Places,Donna Leon,Not Specified,Used,$7.99
b651,Junkyard Dogs: Walt Longmire 6,Craig Johnson,Paperback,Used,$17.00
b652,Hell Is Empty: Walt Longmire 7,Craig Johnson,Paperback,Used,$17.00
b653,Spirit of Steamboat: Walt Longmire 10,Craig Johnson,Paperback,Used,$15.00
b654,Codex,Lev Grossman,Paperback,Used,$14.95
b655,Girl Who Kicked the Hornets Nest,Stieg Larsson,Paperback,Used,$17.95
b656,Bruno Chief of Police,Martin Walker,Paperback,Used,$17.00
b657,The Snowman: Harry Hole 7,Jo Nesbo,Paperback,Used,$18.00
b658,Twelve Sharp,Janet Evanovich,Not Specified,Used,$10.99
b659,"The Beekeeper's Apprentice: Or, on the Segregation of the Queen: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes",Laurie R King,Paperback,Used,$14.00
b660,The Whites,Richard Price,Paperback,Used,$17.00
b661,Sweetheart,Chelsea Cain,Not Specified,Used,$7.99
b662,The Black Ice: Harry Bosch 2,Michael Connelly,Not Specified,Used,$5.99
b663,IQ,Joe Ide,Paperback,Used,$16.99
b664,Career of Evil,Robert Galbraith,Paperback,Used,$17.99
b665,The Devil Takes You Home,Gabino Iglesias,Hardcover,Used,$45.00
b666,Heart Full of Headstones An Inspector Rebus Novel,Ian Rankin,Hardcover,New,$28.00
b667,Who is Maud Dixon,Alexandra Andrews,Paperback,Used,$16.99
b668,Island,Adrian Mckinty,Paperback,Used,$11.98
b669,Explosive Eighteen,Janet Evanovich,Not Specified,Used,$8.99
b670,Sycamore Row,John Grisham,Not Specified,Used,$9.99
b671,Espresso Tales UK Edition,"Alexander McCall Smith, Alexander McCall Smith",Paperback,Used,$12.64
b672,"The Girl in the Spiders Web: A Lisbeth Salander Novel, Continuing Stieg Larsson's Millennium Series",David Lagercrantz,Hardcover,Used,$27.95
b673,Origin,Dan Brown,Hardcover,Used,$29.95
b674,Inferno,Dan Brown,Hardcover,Used,$29.95
b675,This Body's Not Big Enough for Both of Us,Edgar Cantero,Hardcover,Used,$25.95
b676,Past Tense: Jack Reacher 23,Lee Child,Not Specified,Used,$9.99
b677,Out Of Range,C J Box,Not Specified,Used,$8.99
b678,Force of Nature,C. J. Box,Not Specified,Used,$9.99
b679,Breaking Point,C. J. Box,Not Specified,Used,$9.99
b680,The Book of Cold Cases,Simone St. James,Hardcover,Used,$27.00
b681,Last Juror,John Grisham,Not Specified,Used,$7.99
b682,Broker,John Grisham,Not Specified,Used,$7.99
b683,Crocodile On The Sandbank,Elizabeth Peters,Not Specified,Used,$10.00
b684,The Brass Verdict: Lincoln Lawyer 2,Michael Connelly,Not Specified,Used,$10.00
b685,Bad Monkey,Carl Hiaasen,Not Specified,Used,$8.99
b686,The Drop: Harry Bosch 15,Michael Connelly,Not Specified,Used,$9.99
b687,Hell's Corner: Camel Club 5,David Baldacci,Not Specified,Used,$10.00
b688,The Poet: Jack McEvoy 1,Michael Connelly,Not Specified,Used,$8.00
b689,Brimstone,"Douglas Preston, Lincoln Child",Not Specified,Used,$7.99
b690,2nd Chance,James Patterson,Not Specified,Used,$8.99
b691,4th Of July,James Patterson,Not Specified,Used,$10.00
b692,The Camel Club: Camel Club 1,David Baldacci,Not Specified,Used,$8.99
b693,Night Fall,Nelson Demille,Not Specified,Used,$7.99
b694,Pillars of the Earth,Ken Follett,Not Specified,Used,$10.99
b695,Kill Artist,Daniel Silva,Not Specified,Used,$9.99
b696,World Without End,Ken Follett,Not Specified,Used,$10.99
b697,Column of Fire,Ken Follett,Not Specified,Used,$10.99
b698,Evening & the Morning,Ken Follett,Not Specified,Used,$10.99
b699,Depth of Winter: Walt Longmire 15,Craig Johnson,Paperback,Used,$17.00
b700,Runaway,Nick Petrie,Not Specified,Used,$9.99
b701,Secret Adversary,Agatha Christie,Paperback,New,$11.00
b702,Best American Mystery Stories 2011,"Harlan Coben, Otto Penzler",Paperback,Used,$23.95
b703,The Game: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes,Laurie R King,Not Specified,Used,$6.99
b704,Lady in the Lake,Laura Lippman,Paperback,Used,$9.98
b705,Sierra Six,Mark Greaney,Paperback,Used,$9.99
b706,Claws for Suspicion,Deborah Blake,Not Specified,Used,$8.99
b707,Hell & Back A Longmire Mystery,Craig Johnson,Hardcover,New,$28.00
b708,The Big Sleep,Raymond Chandler,Paperback,Used,$16.00
b709,The Maltese Falcon,Dashiell Hammett,Paperback,New,$16.00
b710,Joy & Light Bus Company No 1 Ladies Detective Agency 22,"Alexander McCall Smith, Alexander McCall Smith",Hardcover,Used,$27.00
b711,Righteous Prey,John Sandford,Hardcover,Used,$29.95
b712,Cold Clay,Juneau Black,Paperback,New,$16.00
b713,Jackal,Erin E Adams,Hardcover,New,$27.00
b714,Enigma of Garlic 44 Scotland Street Series 16,Alexander McCall Smith,Paperback,New,$16.00
b715,Thin Man,Dashiell Hammett,Paperback,Used,$16.00
b716,Daughter of Time,Josephine Tey,Paperback,Used,$17.00
b717,Into the Water,Paula Hawkins,Hardcover,Used,$28.00
b718,Free Fire Joe Pickett 07,C J Box,Not Specified,Used,$9.99
b719,Girl on the Train Movie Tie In,Paula Hawkins,Not Specified,Used,$9.99
b720,Bad Monkey,Carl Hiaasen,Paperback,Used,$8.95
b721,One Year After One Second After Book 2,William R Forstchen,Not Specified,Used,$10.99
b722,Never Saw Me Coming,Vera Kurian,Hardcover,Used,$27.99
b723,An Event in Autumn,Henning Mankell,Paperback,Used,$15.95
b724,Mysterious Affair at Styles,"Agatha Christie, Barry Forshaw",Hardcover,New,$14.99
b725,Murder of Roger Ackroyd,"Agatha Christie, Barry Forshaw",Hardcover,New,$14.99
b726,The Cartel,Don Winslow,Paperback,Used,$16.95
b727,Whistler,John Grisham,Not Specified,Used,$9.99
b728,Girl Who Takes An Eye For An Eye Millennium Book 05,"David Lagercrantz, George Goulding",Paperback,Used,$16.95
b729,Hypnotist,Lars Kepler,Paperback,Used,$18.00
b730,The Nature of the Beast: Chief Inspector Gamache 11,Louise Penny,Hardcover,Used,$27.99
b731,"The Beekeeper's Apprentice: Or, on the Segregation of the Queen: A Novel of Suspense Featuring Mary Russell and Sherlock Holmes",Laurie R King,Paperback,Used,$18.00
b732,The Crow Trap: Vera Stanhope 1,Ann Cleeves,Paperback,Used,$17.99
b733,Wife Between Us,"Greer Hendricks, Sarah Pekkanen",Not Specified,Used,$9.99
b734,Death on Tap (Sloan Krause Mystery #1),Ellie Alexander,Not Specified,Used,$9.99
b735,The Dry: Aaron Falk 1,Jane Harper,Not Specified,Used,$9.99
b736,Kingdom of the Blind: Chief Inspector Gamache 14,Louise Penny,Not Specified,New,$9.99
b737,Cup of Holiday Fear,Ellie Alexander,Not Specified,New,$8.99
b738,Wife Upstairs,Rachel Hawkins,Paperback,Used,$17.99
b739,Murder at Black Oaks (Robin Lockwood #6),Phillip Margolin,Hardcover,Used,$27.99
b740,His & Hers A Novel,Alice Feeney,Paperback,New,$17.99
b741,We Begin at the End,Chris Whitaker,Hardcover,Used,$27.99
b742,Curds of Prey,Korina Moss,Not Specified,Used,$8.99
b743,Bark to the Future A Chet & Bernie Mystery,Spencer Quinn,Hardcover,New,$26.99
b744,Red Queen,Juan Gomez Jurado,Hardcover,New,$27.99
